EPI_ISL_421243	B	EPI_ISL_421243	2020-01-21
EPI_ISL_421238	A	EPI_ISL_421238	2020-01-29
EPI_ISL_421241	A	EPI_ISL_421241	2020-01-30
EPI_ISL_421245	A	EPI_ISL_421245	2020-01-25
EPI_ISL_421252	B	EPI_ISL_421252	2020-01-11
EPI_ISL_962583	B	EPI_ISL_962583	2020-01-30
EPI_ISL_962579	A	EPI_ISL_962579	2020-01-28
EPI_ISL_962577	B	EPI_ISL_962577	2020-01-28
EPI_ISL_962576	A	EPI_ISL_962576	2020-01-27
EPI_ISL_962574	A	EPI_ISL_962574	2020-01-29
EPI_ISL_962572	B	EPI_ISL_962572	2020-01-27
EPI_ISL_962872	B	EPI_ISL_962872	2020-01-30
EPI_ISL_962555	B	EPI_ISL_962555	2020-01-27
EPI_ISL_962553	B	EPI_ISL_962553	2020-01-30
EPI_ISL_962548	B	EPI_ISL_962548	2020-01-24
EPI_ISL_962545	A	EPI_ISL_962545	2020-01-26
EPI_ISL_962543	B	EPI_ISL_962543	2020-01-25
EPI_ISL_414938	B	EPI_ISL_414938	2020-01-24
EPI_ISL_414941	B	EPI_ISL_414941	2020-01-30
EPI_ISL_421244	A	EPI_ISL_421244	2020-01-22
EPI_ISL_476139	B	EPI_ISL_476139	2020-01-31
EPI_ISL_428488	B	EPI_ISL_428488	2020-01-31
EPI_ISL_434694	B	EPI_ISL_434694	2020-01-22
EPI_ISL_435137	A	EPI_ISL_435137	2020-01-29
EPI_ISL_654866	A	EPI_ISL_654866	2020-01-31
GWHALPF01000001	B	GWHALPF01000001	2020-01-25
GWHALPH01000001	B	GWHALPH01000001	2020-01-25
GWHALPK01000001	B	GWHALPK01000001	2020-01-25
GWHALPN01000001	B	GWHALPN01000001	2020-01-25
GWHALPP01000001	B	GWHALPP01000001	2020-01-25
GWHALPR01000001	B	GWHALPR01000001	2020-01-25
GWHALPT01000001	B	GWHALPT01000001	2020-01-25
GWHALRY01000001	A	GWHALRY01000001	2020-01-26
GWHALRZ01000001	A	GWHALRZ01000001	2020-01-26
GWHALSB01000001	A	GWHALSB01000001	2020-01-26
GWHALSD01000001	A	GWHALSD01000001	2020-01-26
GWHALRN01000001	B	GWHALRN01000001	2020-01-26
GWHALRP01000001	A	GWHALRP01000001	2020-01-26
GWHALRR01000001	B	GWHALRR01000001	2020-01-26
GWHALRJ01000001	A	GWHALRJ01000001	2020-01-26
GWHALRU01000001	B	GWHALRU01000001	2020-01-26
GWHALRW01000001	A	GWHALRW01000001	2020-01-26
EPI_ISL_421260	B.4	EPI_ISL_421260	2020-01-26
NMDC60013082-01	B	NMDC60013082-01	2020-01-19
MT020781.2	B	MT020781.2	2020-01-29
MT135042.1	A	MT135042.1	2020-01-28
MT135044.1	A	MT135044.1	2020-01-28
MT034054.1	B	MT034054.1	2020-01-03
MT407649.1	A	MT407649.1	2020-01-22
MT407652.1	B	MT407652.1	2020-01-26
MT407651.1	A	MT407651.1	2020-01-22
MW011768.1	B	MW011768.1	2020-01-29
MW011763.1	B	MW011763.1	2020-01-25
MW011765.1	B	MW011765.1	2020-01-27
MT622319.1	A	MT622319.1	2020-01-23
MT079844.1	B	MT079844.1	2020-01-22
MT079846.1	B	MT079846.1	2020-01-22
MT079848.1	A	MT079848.1	2020-01-22
MT079850.1	B	MT079850.1	2020-01-22
MT079852.1	A	MT079852.1	2020-01-22
MT079854.1	B	MT079854.1	2020-01-22
MT270112.1	B.1	MT270112.1	2020-01-30
MT270102.1	B.1	MT270102.1	2020-01-29
MW718191.1	B	MW718191.1	2020-01-29
MW718193.1	B	MW718193.1	2020-01-29
MT230904.1	A	MT230904.1	2020-01-22
MT114413.1	B	MT114413.1	2020-01-24
MT114415.1	B.4	MT114415.1	2020-01-27
MT365028.1	B.4	MT365028.1	2020-01-24
MT114417.1	B	MT114417.1	2020-01-29
MT114419.1	B	MT114419.1	2020-01-29
MT365030.1	B	MT365030.1	2020-01-31
MT134007.1	A	MT134007.1	2020-01-30
MT447156.1	B	MT447156.1	2020-01-23
MT447159.1	B	MT447159.1	2020-01-26
MT447166.1	A.6	MT447166.1	2020-01-23
MW811435.1	A	MW811435.1	2020-01-22
MT123293.2	B	MT123293.2	2020-01-29
MT226610.1	A	MT226610.1	2020-01-20
MT192773.1	B	MT192773.1	2020-01-22
MT093631.2	B	MT093631.2	2020-01-08
GWHACAY01000001	A	GWHACAY01000001	2020-01-25
GWHACBA01000001	A	GWHACBA01000001	2020-01-28
GWHACBD01000001	A	GWHACBD01000001	2020-01-29
GWHACDJ01000001	B	GWHACDJ01000001	2020-01-25
GWHACDH01000001	B	GWHACDH01000001	2020-01-26
GWHACDF01000001	B	GWHACDF01000001	2020-01-26
NMDC60013079-01	A	NMDC60013079-01	2020-01-15
EPI_ISL_1655937	A	EPI_ISL_1655937	2020-01-25
EPI_ISL_2671842	B.1.1.285	EPI_ISL_2671842	2020-01-09
MT509662.1	B	MT509662.1	2020-01-30
MZ500751.1	B.1.2	MZ500751.1	2020-01-25
EPI_ISL_417443	A	EPI_ISL_417443	2020-01-22
MZ683495.1	B	MZ683495.1	2020-01-29
MT745746.1	B.1	MT745746.1	2020-01-30
MT745748.1	B.1	MT745748.1	2020-01-30
MW368440.1	B.1	MW368440.1	2020-01-28
MT012098.1	B	MT012098.1	2020-01-27
EPI_ISL_406862	B.1	EPI_ISL_406862	2020-01-28
EPI_ISL_596386	A	EPI_ISL_596386	2020-01-19
MW161259.1	A	MW161259.1	2020-01-19
EPI_ISL_3364539	B.1.526	EPI_ISL_3364539	2020-01-28
MZ824631.1	B	MZ824631.1	2020-01-27
MZ824636.1	B	MZ824636.1	2020-01-27
MZ824628.1	B	MZ824628.1	2020-01-26
MZ934691.1	B	MZ934691.1	2020-01-29
EPI_ISL_3838266	B.1	EPI_ISL_3838266	2020-01-28
EPI_ISL_451374	B	EPI_ISL_451374	2020-01-31
EPI_ISL_451397	B	EPI_ISL_451397	2020-01-31
EPI_ISL_1068593	B	EPI_ISL_1068593	2020-01-31
EPI_ISL_1069205	B	EPI_ISL_1069205	2020-01-31
EPI_ISL_451332	B	EPI_ISL_451332	2020-01-30
EPI_ISL_451334	B	EPI_ISL_451334	2020-01-30
EPI_ISL_451337	B	EPI_ISL_451337	2020-01-30
EPI_ISL_451315	B	EPI_ISL_451315	2020-01-30
EPI_ISL_451343	B	EPI_ISL_451343	2020-01-30
EPI_ISL_451395	B	EPI_ISL_451395	2020-01-30
EPI_ISL_497962	A	EPI_ISL_497962	2020-01-30
EPI_ISL_1069200	A	EPI_ISL_1069200	2020-01-30
EPI_ISL_451366	B	EPI_ISL_451366	2020-01-29
EPI_ISL_451363	B	EPI_ISL_451363	2020-01-29
EPI_ISL_451376	B	EPI_ISL_451376	2020-01-28
EPI_ISL_1069198	A	EPI_ISL_1069198	2020-01-28
EPI_ISL_451319	B	EPI_ISL_451319	2020-01-27
EPI_ISL_451359	B	EPI_ISL_451359	2020-01-27
EPI_ISL_451381	B	EPI_ISL_451381	2020-01-27
EPI_ISL_451320	B	EPI_ISL_451320	2020-01-27
EPI_ISL_1069193	B	EPI_ISL_1069193	2020-01-27
EPI_ISL_451365	B	EPI_ISL_451365	2020-01-26
EPI_ISL_1069173	A	EPI_ISL_1069173	2020-01-26
EPI_ISL_1069206	A	EPI_ISL_1069206	2020-01-26
EPI_ISL_451345	B.1	EPI_ISL_451345	2020-01-24
EPI_ISL_451360	A	EPI_ISL_451360	2020-01-24
EPI_ISL_451390	B	EPI_ISL_451390	2020-01-23
OK041131.1	A	OK041131.1	2020-01-29
OK041132.1	A	OK041132.1	2020-01-29
OK041133.1	A	OK041133.1	2020-01-29
OK041129.1	A	OK041129.1	2020-01-29
OK091601.1	A	OK091601.1	2020-01-19
OL411674.1	A	OL411674.1	2020-01-19
EPI_ISL_447913	A.6	EPI_ISL_447913	2020-01-31
EPI_ISL_455603	B.1	EPI_ISL_455603	2020-01-30
EPI_ISL_463895	A	EPI_ISL_463895	2020-01-30
EPI_ISL_430722	A	EPI_ISL_430722	2020-01-29
EPI_ISL_447917	B	EPI_ISL_447917	2020-01-29
EPI_ISL_407073	A	EPI_ISL_407073	2020-01-29
EPI_ISL_430742	B	EPI_ISL_430742	2020-01-29
EPI_ISL_418996	A	EPI_ISL_418996	2020-01-27
EPI_ISL_447915	B	EPI_ISL_447915	2020-01-26
EPI_ISL_447912	A.6	EPI_ISL_447912	2020-01-25
EPI_ISL_450196	B	EPI_ISL_450196	2020-01-23
OM065352.1	B	OM065352.1	2020-01-31
OM065351.1	B	OM065351.1	2020-01-30
OM065346.1	B	OM065346.1	2020-01-29
OM065347.1	B	OM065347.1	2020-01-29
OM065344.1	A	OM065344.1	2020-01-27
OM065342.1	B	OM065342.1	2020-01-27
OM065340.1	B	OM065340.1	2020-01-24
OM065338.1	B	OM065338.1	2020-01-21
EPI_ISL_8311758	B.1.398	EPI_ISL_8311758	2020-01-10
EPI_ISL_8311730	B.1.398	EPI_ISL_8311730	2020-01-10
EPI_ISL_8311733	B.1.398	EPI_ISL_8311733	2020-01-10
EPI_ISL_8311729	B.1.398	EPI_ISL_8311729	2020-01-10
EPI_ISL_8311706	B.1.398	EPI_ISL_8311706	2020-01-10
EPI_ISL_8311704	B.1.398	EPI_ISL_8311704	2020-01-10
EPI_ISL_8311705	B.1.36.1	EPI_ISL_8311705	2020-01-10
EPI_ISL_8311767	B.1.398	EPI_ISL_8311767	2020-01-10
EPI_ISL_8311756	B.1.398	EPI_ISL_8311756	2020-01-10
EPI_ISL_8317209	B.1.398	EPI_ISL_8317209	2020-01-10
OM301683.1	A	OM301683.1	2020-01-19
OM301684.1	A	OM301684.1	2020-01-19
OM403303.1	A	OM403303.1	2020-01-23
EPI_ISL_416427	A	EPI_ISL_416427	2020-01-24
MT318828.1	A	MT318828.1	2020-01-20
ON085102.1	B.1.2	ON085102.1	2020-01-01
EPI_ISL_407896	A	EPI_ISL_407896	2020-01-30
MT020880.1	A	MT020880.1	2020-01-25
MT232664.1	B	MT232664.1	2020-01-25
MT644268.1	A	MT644268.1	2020-01-22
EPI_ISL_12040149	A	EPI_ISL_12040149	2020-01-24
EPI_ISL_464095	A	EPI_ISL_464095	2020-01-30
GWHACBC01000001	B	GWHACBC01000001	2020-01-23
EPI_ISL_410546	B	EPI_ISL_410546	2020-01-31
EPI_ISL_412974	B	EPI_ISL_412974	2020-01-29
MT066156.1	B	MT066156.1	2020-01-30
EPI_ISL_415711	B	EPI_ISL_415711	2020-01-22
EPI_ISL_8311731	B.1.36.1	EPI_ISL_8311731	2020-01-10
EPI_ISL_8311706	B.1.398	EPI_ISL_8311706	2020-01-10
OM065348.1	A	OM065348.1	2020-01-29
EPI_ISL_8311755	B.1.398	EPI_ISL_8311755	2020-01-10
EPI_ISL_8311702	B.1	EPI_ISL_8311702	2020-01-10
OM065340.1	B	OM065340.1	2020-01-24
OM065346.1	B	OM065346.1	2020-01-29
OM065339.1	B	OM065339.1	2020-01-22
OM065342.1	B	OM065342.1	2020-01-27
OM065341.1	A	OM065341.1	2020-01-26
EPI_ISL_8311767	B.1.398	EPI_ISL_8311767	2020-01-10
EPI_ISL_8311730	B.1.398	EPI_ISL_8311730	2020-01-10
EPI_ISL_8311705	B.1.36.1	EPI_ISL_8311705	2020-01-10
OM065338.1	B	OM065338.1	2020-01-21
OM065345.1	A	OM065345.1	2020-01-28
EPI_ISL_8317204	B.1.36.1	EPI_ISL_8317204	2020-01-10
OM065352.1	B	OM065352.1	2020-01-31
EPI_ISL_8311711	B.1.398	EPI_ISL_8311711	2020-01-10
MT118835.1	B	MT118835.1	2020-02-23
MT184912.1	B	MT184912.1	2020-02-17
EPI_ISL_411218	B	EPI_ISL_411218	2020-02-02
EPI_ISL_407988	B	EPI_ISL_407988	2020-02-01
EPI_ISL_413018	B	EPI_ISL_413018	2020-02-06
MT163716.1	B.41	MT163716.1	2020-02-27
EPI_ISL_413596	B	EPI_ISL_413596	2020-02-28
EPI_ISL_430740	B	EPI_ISL_430740	2020-02-07
EPI_ISL_452357	B.4	EPI_ISL_452357	2020-02-04
EPI_ISL_415128	B.40	EPI_ISL_415128	2020-02-29
EPI_ISL_416330	A	EPI_ISL_416330	2020-02-02
EPI_ISL_416339	B	EPI_ISL_416339	2020-02-03
EPI_ISL_416361	B	EPI_ISL_416361	2020-02-01
EPI_ISL_416373	B.4	EPI_ISL_416373	2020-02-07
EPI_ISL_416387	B	EPI_ISL_416387	2020-02-01
EPI_ISL_416401	B	EPI_ISL_416401	2020-02-02
EPI_ISL_416409	A	EPI_ISL_416409	2020-02-02
CNA0013881	A	CNA0013881	2020-02-07
CNA0013893	A	CNA0013893	2020-02-08
EPI_ISL_629083	B.1	EPI_ISL_629083	2020-02-29
EPI_ISL_1015034	B.1	EPI_ISL_1015034	2020-02-29
EPI_ISL_1015211	B.1	EPI_ISL_1015211	2020-02-28
EPI_ISL_455464	A	EPI_ISL_455464	2020-02-05
EPI_ISL_729473	B.4	EPI_ISL_729473	2020-02-26
NMDC60013121-01	A	NMDC60013121-01	2020-02-06
CNA0013928	A	CNA0013928	2020-02-07
CNA0013935	A	CNA0013935	2020-02-05
CNA0013940	B	CNA0013940	2020-02-01
CNA0013714	A	CNA0013714	2020-02-25
CNA0013947	B	CNA0013947	2020-02-08
CNA0013986	A	CNA0013986	2020-02-14
CNA0013992	B	CNA0013992	2020-02-26
EPI_ISL_416425	B	EPI_ISL_416425	2020-02-03
EPI_ISL_1040040	A	EPI_ISL_1040040	2020-02-20
EPI_ISL_414528	B.42	EPI_ISL_414528	2020-02-10
EPI_ISL_497784	B	EPI_ISL_497784	2020-02-24
EPI_ISL_856892	B.1.1	EPI_ISL_856892	2020-02-29
EPI_ISL_779704	B.1	EPI_ISL_779704	2020-02-24
EPI_ISL_569867	B.1	EPI_ISL_569867	2020-02-22
EPI_ISL_417445	B.1	EPI_ISL_417445	2020-02-24
EPI_ISL_1181777	B	EPI_ISL_1181777	2020-02-26
EPI_ISL_1181781	B.1	EPI_ISL_1181781	2020-02-25
EPI_ISL_1064061	B	EPI_ISL_1064061	2020-02-28
EPI_ISL_1064072	B	EPI_ISL_1064072	2020-02-27
EPI_ISL_1064085	B	EPI_ISL_1064085	2020-02-25
EPI_ISL_1064079	B	EPI_ISL_1064079	2020-02-26
EPI_ISL_1064067	B	EPI_ISL_1064067	2020-02-28
EPI_ISL_1064064	B	EPI_ISL_1064064	2020-02-28
EPI_ISL_1064093	B	EPI_ISL_1064093	2020-02-24
EPI_ISL_1064115	B	EPI_ISL_1064115	2020-02-21
EPI_ISL_1064109	B	EPI_ISL_1064109	2020-02-22
LC570961.1	B.5	LC570961.1	2020-02-15
LC570970.1	B	LC570970.1	2020-02-15
LC570976.1	B	LC570976.1	2020-02-15
LC570982.1	B	LC570982.1	2020-02-15
LC570988.1	B	LC570988.1	2020-02-16
LC570993.1	B	LC570993.1	2020-02-16
LC570999.1	B	LC570999.1	2020-02-16
LC571007.1	B	LC571007.1	2020-02-17
LC571013.1	B	LC571013.1	2020-02-17
LC571030.1	B.5	LC571030.1	2020-02-17
LC571038.1	B	LC571038.1	2020-02-17
EPI_ISL_718273	B	EPI_ISL_718273	2020-02-21
EPI_ISL_728154	B	EPI_ISL_728154	2020-02-22
EPI_ISL_479803	B.12	EPI_ISL_479803	2020-02-28
EPI_ISL_479829	B.12	EPI_ISL_479829	2020-02-28
EPI_ISL_479864	B	EPI_ISL_479864	2020-02-23
EPI_ISL_480030	B.5	EPI_ISL_480030	2020-02-17
EPI_ISL_480044	A.16	EPI_ISL_480044	2020-02-22
MW219695.1	A	MW219695.1	2020-02-01
EPI_ISL_455793	B	EPI_ISL_455793	2020-02-29
EPI_ISL_476559	B.1	EPI_ISL_476559	2020-02-27
EPI_ISL_454750	B.1.1	EPI_ISL_454750	2020-02-27
EPI_ISL_527873	B.40	EPI_ISL_527873	2020-02-21
EPI_ISL_457704	B.4	EPI_ISL_457704	2020-02-24
EPI_ISL_962571	A	EPI_ISL_962571	2020-02-01
EPI_ISL_962564	B	EPI_ISL_962564	2020-02-06
EPI_ISL_962558	B	EPI_ISL_962558	2020-02-05
EPI_ISL_962542	B	EPI_ISL_962542	2020-02-14
EPI_ISL_962532	B	EPI_ISL_962532	2020-02-14
EPI_ISL_421251	B	EPI_ISL_421251	2020-02-03
EPI_ISL_451076	B	EPI_ISL_451076	2020-02-08
EPI_ISL_538435	B	EPI_ISL_538435	2020-02-16
EPI_ISL_493421	B	EPI_ISL_493421	2020-02-07
EPI_ISL_1007662	B.41	EPI_ISL_1007662	2020-02-21
EPI_ISL_985394	B.41	EPI_ISL_985394	2020-02-22
EPI_ISL_413516	A	EPI_ISL_413516	2020-02-27
EPI_ISL_539557	B.1	EPI_ISL_539557	2020-02-28
EPI_ISL_418251	B.1	EPI_ISL_418251	2020-02-25
EPI_ISL_430847	B.4	EPI_ISL_430847	2020-02-27
MT374101.1	B	MT374101.1	2020-02-04
EPI_ISL_457730	B	EPI_ISL_457730	2020-02-06
EPI_ISL_435138	B.53	EPI_ISL_435138	2020-02-25
MT159717.2	B	MT159717.2	2020-02-17
MT159715.2	B	MT159715.2	2020-02-24
MT159722.2	B	MT159722.2	2020-02-21
MT276327.1	B.1.1.61	MT276327.1	2020-02-29
EPI_ISL_455365	B	EPI_ISL_455365	2020-02-23
EPI_ISL_454919	B	EPI_ISL_454919	2020-02-03
EPI_ISL_455373	B	EPI_ISL_455373	2020-02-28
EPI_ISL_454929	B	EPI_ISL_454929	2020-02-28
EPI_ISL_454934	B	EPI_ISL_454934	2020-02-11
EPI_ISL_455385	B	EPI_ISL_455385	2020-02-07
EPI_ISL_454973	B	EPI_ISL_454973	2020-02-22
EPI_ISL_454998	A	EPI_ISL_454998	2020-02-24
EPI_ISL_455006	B	EPI_ISL_455006	2020-02-17
EPI_ISL_455012	B	EPI_ISL_455012	2020-02-25
EPI_ISL_455466	B	EPI_ISL_455466	2020-02-01
GWHAORF01000001	B	GWHAORF01000001	2020-02-28
MT510727.1	B	MT510727.1	2020-02-15
MW717675.1	B.1	MW717675.1	2020-02-25
MT483875.1	B.1	MT483875.1	2020-02-28
MT755885.1	B.1	MT755885.1	2020-02-09
MT755891.1	B.1.36	MT755891.1	2020-02-17
MT755897.1	B.1	MT755897.1	2020-02-26
MT447164.1	B	MT447164.1	2020-02-25
MT121215.1	B	MT121215.1	2020-02-02
FR993360.1	B.1	FR993360.1	2020-02-27
FR990361.1	B.1.1	FR990361.1	2020-02-29
EPI_ISL_2226155	B.1.1	EPI_ISL_2226155	2020-02-29
EPI_ISL_2433283	A	EPI_ISL_2433283	2020-02-02
MT509661.1	B	MT509661.1	2020-02-03
EPI_ISL_2737719	B.1	EPI_ISL_2737719	2020-02-27
EPI_ISL_2737700	B.33	EPI_ISL_2737700	2020-02-13
OU075335.1	B.1.2	OU075335.1	2020-02-02
EPI_ISL_420800	B.41	EPI_ISL_420800	2020-02-29
MT304484.1	B.1.356	MT304484.1	2020-02-29
EPI_ISL_2611923	B.1.1	EPI_ISL_2611923	2020-02-29
EPI_ISL_527916	B.1.1	EPI_ISL_527916	2020-02-26
MZ824653.1	A	MZ824653.1	2020-02-25
MZ824646.1	A	MZ824646.1	2020-02-20
MZ824640.1	A	MZ824640.1	2020-02-15
MZ824634.1	B	MZ824634.1	2020-02-09
MZ824622.1	B	MZ824622.1	2020-02-03
EPI_ISL_506951	B.41	EPI_ISL_506951	2020-02-29
EPI_ISL_506953	B.41	EPI_ISL_506953	2020-02-28
EPI_ISL_427809	B.41	EPI_ISL_427809	2020-02-26
EPI_ISL_460083	B.1	EPI_ISL_460083	2020-02-26
EPI_ISL_506947	B.41	EPI_ISL_506947	2020-02-24
EPI_ISL_426183	A	EPI_ISL_426183	2020-02-23
EPI_ISL_497988	B.41	EPI_ISL_497988	2020-02-23
EPI_ISL_497987	B	EPI_ISL_497987	2020-02-22
EPI_ISL_497984	B.41	EPI_ISL_497984	2020-02-21
EPI_ISL_497975	B	EPI_ISL_497975	2020-02-21
EPI_ISL_497976	B.41	EPI_ISL_497976	2020-02-21
EPI_ISL_497954	B	EPI_ISL_497954	2020-02-20
EPI_ISL_451347	B	EPI_ISL_451347	2020-02-20
EPI_ISL_497967	B.41	EPI_ISL_497967	2020-02-20
EPI_ISL_497973	B.41	EPI_ISL_497973	2020-02-20
EPI_ISL_471442	B.41	EPI_ISL_471442	2020-02-19
EPI_ISL_497969	B.41	EPI_ISL_497969	2020-02-19
EPI_ISL_427813	B.41	EPI_ISL_427813	2020-02-18
EPI_ISL_451368	B	EPI_ISL_451368	2020-02-14
EPI_ISL_426187	A	EPI_ISL_426187	2020-02-12
EPI_ISL_451348	A	EPI_ISL_451348	2020-02-09
EPI_ISL_451375	B	EPI_ISL_451375	2020-02-08
EPI_ISL_1081198	B	EPI_ISL_1081198	2020-02-07
EPI_ISL_426171	A	EPI_ISL_426171	2020-02-05
EPI_ISL_451346	A	EPI_ISL_451346	2020-02-04
EPI_ISL_451394	B	EPI_ISL_451394	2020-02-03
EPI_ISL_426168	A	EPI_ISL_426168	2020-02-02
EPI_ISL_1069211	B	EPI_ISL_1069211	2020-02-02
EPI_ISL_4899863	B.1.221	EPI_ISL_4899863	2020-02-02
EPI_ISL_4899903	B.1.177	EPI_ISL_4899903	2020-02-02
EPI_ISL_6951096	B	EPI_ISL_6951096	2020-02-10
EPI_ISL_464217	B	EPI_ISL_464217	2020-02-29
EPI_ISL_437995	B.1.1.331	EPI_ISL_437995	2020-02-28
